run,size,ratio,sampling_time_s,total_time_s
1,1000,19546712.392553598,0.0035720999985642266,0.22720469999694615
2,1000,313.4291505477289,0.0037254999988363124,0.3670099000009941
3,1000,936192657.699154,0.0034220999987155665,0.446792099999584
4,1000,15994.443350061623,0.004218299996864516,0.10132940000039525
5,1000,115612.40043021583,0.0037272999979904853,0.12365270000009332
6,1000,62407.299382222714,0.003688299999339506,0.1377982999983942
7,1000,1723.3394379468411,0.004879700001765741,0.10612330000003567
8,1000,364129964.7429658,0.004746400001749862,0.24931170000127167
9,1000,555073.5234364887,0.0036194999993313104,0.14924360000077286
10,1000,1102.337956382314,0.003906699999788543,0.10374269999738317
11,1000,814.0187869855866,0.003935799999453593,0.2753642999996373
12,1000,9906.97542611229,0.005077300000266405,0.09419169999819132
13,1000,106363568.97237016,0.004038700000819517,0.26678870000250754
14,1000,29161343.47682933,0.0046677999998792075,0.25888770000165096
15,1000,5814.555856562174,0.003978799999458715,0.10797319999983301
16,1000,1049.5257210835096,0.0043480000022100285,0.11017790000187233
17,1000,487288.117365967,0.003961499998695217,0.2031353999991552
18,1000,57048.40558124664,0.003887599999870872,0.11117790000207606
19,1000,1152636346.9831147,0.004581600001984043,0.24836879999929806
20,1000,223883.33592305085,0.004431000001204666,0.13381500000105007
21,1000,186792.2009367055,0.0035409000010986347,0.11414119999972172
1,2000,628.3981795491926,0.005981400001473958,0.5141915000021982
2,2000,48411669.12609461,0.0064807999988261145,0.49124509999819566
3,2000,27163.499593510183,0.00565669999923557,0.15872619999936433
4,2000,3553343.233367078,0.006229000002349494,1.1699751000014658
5,2000,601981.3780207331,0.005289400000037858,0.28983870000229217
6,2000,1268827.963177089,0.004588999996485654,0.2275601999972423
7,2000,4808006.894042102,0.005687500000931323,0.3008859000001394
8,2000,23602077.051719993,0.004928099999233382,0.545254799999384
9,2000,73354.28208145866,0.0050033000006806105,0.7820484000003489
10,2000,10784827267.379854,0.00472040000022389,1.280684099998325
11,2000,2404934.7254154533,0.004943800002365606,0.7232393000012962
12,2000,331088501.0926368,0.005031200002122205,0.3604843000030087
13,2000,9258408.67252367,0.004852300000493415,0.3305072000002838
14,2000,1342239892.0130076,0.005107499997393461,0.7202496999998402
15,2000,1260249.1099027793,0.005366199999116361,0.30652220000047237
16,2000,4505.0605135873275,0.005689900001016213,0.8600561000021116
17,2000,7731466.3091228455,0.004811499999050284,0.7423407999995106
18,2000,155697014.5045263,0.0048659999993105885,0.5596638999995776
19,2000,1539848953.8967426,0.004878300002019387,0.47356589999981225
20,2000,614022487.4391404,0.007120199999917531,0.6294906000002811
21,2000,10619823.775942948,0.004657800000131829,0.285863100001734
1,3000,1680132.0927858918,0.005551099999138387,1.139037199998711
2,3000,217.86397161790654,0.005665799999405863,1.3964300000006915
3,3000,52539.12385034996,0.006238399997528177,0.7923893000006501
4,3000,13485353.481838863,0.006390499998815358,1.9961048000004666
5,3000,9483619.203748373,0.005850599998666439,0.5880794000004244
6,3000,1202296824.0169995,0.005549599998630583,0.9401569000001473
7,3000,12037160666.671013,0.0058783000022231136,0.6875497000000905
8,3000,106674.71730474237,0.007937099999253405,1.2017951999987417
9,3000,8752777.741123544,0.005569200002355501,1.7731416999995417
10,3000,15589743.25748159,0.00646240000060061,0.7840782999992371
11,3000,68934472.28620856,0.006197999999130843,1.0763341999991098
12,3000,50298061.10141648,0.005468899998959387,1.3834618999972008
13,3000,3887483576.595779,0.005434599999716738,1.2233341999999539
14,3000,26086.2620408894,0.006989199999225093,0.7919967000016186
15,3000,629625.4363539873,0.0058462000015424564,1.388382700002694
16,3000,147.28634594108425,0.005813199997646734,1.6400727999971423
17,3000,15990456.185376482,0.005514500000572298,1.1964582000000519
18,3000,36253.72556002251,0.006609699998080032,0.9787961999973049
19,3000,22811485.27343468,0.0058279000004404224,1.418946000001597
20,3000,82858.88475783198,0.0054225000021688174,1.5408975999998802
21,3000,1974776.5696575553,0.006481500000518281,1.056992199999513
1,4000,83463.96393764038,0.006485499998234445,1.1930702999998175
2,4000,224.209550319868,0.006729100001393817,1.5357790999987628
3,4000,21384124.288142372,0.006162199999380391,1.4335783000024094
4,4000,111438.56155660065,0.006115300002420554,1.317785700000968
5,4000,53767.23716145119,0.006791700001485879,1.5884193000019877
6,4000,12203.686631976007,0.006867299998702947,1.1185459999978775
7,4000,1678.3296239285924,0.006398499997885665,1.2536835999999312
8,4000,6887828.946365788,0.006349999999656575,1.6381462999997893
9,4000,11227.051615874669,0.00638999999864609,0.9976860999995552
10,4000,185.32813869946247,0.006363600001350278,1.3787511000009545
11,4000,1480924.282864397,0.0066544000001158565,2.202745500002493
12,4000,639435849.6972864,0.006881600002088817,2.030891500002326
13,4000,3945.5335837014345,0.006511999999929685,2.4078032999968855
14,4000,183097.84893187237,0.006679199999780394,1.4995032999977411
15,4000,1359682.924108734,0.007351000000198837,1.564962699998432
16,4000,44254.40247638338,0.006388300000253366,1.6050715000019409
17,4000,112.59398558779003,0.007115599997632671,1.96240829999806
18,4000,3392.463329994778,0.00737469999876339,1.7593793000014557
19,4000,250.53876109110112,0.006474600002547959,1.418522200001462
20,4000,96985.7837613514,0.006509899998491164,1.5298638999993273
21,4000,11.879143790187396,0.007278799999767216,1.537672400001611
1,5000,3556.4276004365383,0.006877799998619594,1.8292440000004717
2,5000,111572.53147983829,0.0076966000015090685,1.736785700002656
3,5000,768.3424864613106,0.007152599999244558,1.392834899997979
4,5000,8036.660026484658,0.007469299998774659,1.423114599998371
5,5000,9058.169654426332,0.00781009999991511,1.8090019000010216
6,5000,565985.0951863665,0.0057377999983145855,1.5657992999986163
7,5000,400.94519698751833,0.00710120000076131,1.524671400002262
8,5000,433423.98095223296,0.007096199999068631,1.559945400000288
9,5000,6200.347912479935,0.006539900001371279,1.5777416000019002
10,5000,11723.291863399345,0.006940300001588184,1.356903500000044
11,5000,138365888.48724172,0.008014500002900604,1.8910224999999627
12,5000,6444818.402780649,0.007265199998073513,2.461753999999928
13,5000,62243.72597301391,0.0064644000012776814,1.7507336000016949
14,5000,736375969.4134419,0.007992399998329347,2.1834026999968046
15,5000,411.16147856434463,0.00689780000175233,1.8708485000024666
16,5000,159340.6196564408,0.006830999998783227,2.1385478000011062
17,5000,12711.672731710176,0.007428800003253855,1.606880800001818
18,5000,55938385.566871345,0.006844499999715481,2.6217242999991868
19,5000,579.6130479998843,0.007303499998670304,2.3107987999974284
20,5000,15903.270094376929,0.006024899998010369,1.1209110999989207
21,5000,1007055.0168673133,0.00715949999721488,1.82695479999893
1,6000,46031.1114374934,0.007513399999879766,1.8148331999982474
2,6000,122.55062104252502,0.007564200001070276,2.4992492999990645
3,6000,15707.96648950101,0.008913699999538949,1.6539636999987124
4,6000,190.946593623826,0.008034599999518832,2.196792300001107
5,6000,840.9512646465805,0.00910900000235415,2.071282200002315
6,6000,12039.098080567554,0.00728270000035991,1.7456797000013466
7,6000,282633.25877612864,0.008022000001801644,3.3650176000010106
8,6000,1621299.699394303,0.008022699999855831,1.6790585999988252
9,6000,4524.435325044244,0.008863600000040606,1.254051799998706
10,6000,3215.4291895995248,0.008686399996804539,1.7575369999976829
11,6000,60.27846699926035,0.009342299999843817,2.552121700002317
12,6000,25563.61323028901,0.008021599998755846,2.9864111999995657
13,6000,448.4925858748259,0.008695299999089912,1.8948501999984728
14,6000,6259.311522838261,0.007970899998326786,1.8911356999997224
15,6000,459.1581319467851,0.007993799998075701,2.3768348999983573
16,6000,193.2977899740631,0.006037099999957718,3.029055499999231
17,6000,38245746.44347546,0.006882900001073722,2.793697900000552
18,6000,24.780008690212238,0.00835450000158744,2.277020100002119
19,6000,548.3060055449587,0.008424100000411272,2.330621000000974
20,6000,1712.888040449361,0.006620799998927396,1.7574004999987665
21,6000,1959.1390269197184,0.008316700001159916,1.7596613999994588
1,7000,94.87774903367622,0.00871509999706177,2.059786300000269
2,7000,649.5166145238146,0.009046299997862661,2.135394599998108
3,7000,88.62300008556998,0.008321199999045348,2.151949200000672
4,7000,573610.6392043319,0.00820200000089244,2.849694600001385
5,7000,472524.9037496358,0.009416200002306141,2.649143599999661
6,7000,7233.061177443176,0.009391700001287973,2.7754529000012553
7,7000,174.29009712457608,0.008003399998415262,2.326991199999611
8,7000,1042.0599064348696,0.010012899998400826,3.1200367999990704
9,7000,16031.378919569444,0.008957599999121157,1.8842807000000903
10,7000,921334721.4924887,0.009157000000413973,2.780867400000716
11,7000,18546.604137044196,0.008403499999985797,1.6387796999988495
12,7000,41127.12852863114,0.008857300003001,2.175944200000231
13,7000,126.87140818138856,0.009254299999156501,2.403324999999313
14,7000,38561.05537060934,0.008805299999949057,2.952041399999871
15,7000,224.52706263125862,0.009455400002480019,2.8977144999989832
16,7000,186126.64059814002,0.008584799998061499,2.648277299998881
17,7000,5869.457986902695,0.008923699999286328,1.5904755999981717
18,7000,479678.53821529506,0.009000899997772649,1.7816271999981836
19,7000,3777.238571650525,0.01145850000102655,1.701280700002826
20,7000,245142.63182337896,0.009618399999453686,2.114215999998123
21,7000,1409244.8786590106,0.008278799999970943,2.7192618000008224
1,8000,12058.43549913137,0.0102030999987619,1.9378230999973312
2,8000,128.3267920143428,0.010148900000785943,1.8266111000011733
3,8000,54.59252443687129,0.009741400001075817,2.1065662000000884
4,8000,94206.35665421766,0.008934299999964423,3.261925599999813
5,8000,561.7061510876474,0.013983099997858517,3.257280999998329
6,8000,112.61277100277898,0.011219300002267119,4.0562254000033136
7,8000,702.556228123376,0.00987639999948442,2.9641071999976703
8,8000,80.88927014151137,0.010428400000819238,3.480761099999654
9,8000,34541.608413067486,0.010400399998616194,3.2015370999979496
10,8000,867251.7942633288,0.010282100000040373,2.2380067000012787
11,8000,45431.59310274551,0.010350099997594953,2.563839700000244
12,8000,27453633.916413024,0.009228000002622139,2.9005491999996593
13,8000,15413.036017778726,0.009344800000690157,2.4558059999981197
14,8000,382.9153007234556,0.009660100000473903,2.3195904000021983
15,8000,298.8394256882918,0.010351599998102756,2.0610491999977967
16,8000,72.33645497849041,0.010129800000868272,2.865687600002275
17,8000,2116.2630977430154,0.008028700001887046,2.7404790000000503
18,8000,44.07000684404891,0.007662200001504971,2.8792062000029546
19,8000,62944.926311756026,0.008556599997973535,2.849964099998033
20,8000,548.9415483069189,0.008776500002568355,2.2248467999997956
21,8000,166.64722414052372,0.008189599997422192,2.9679340999973647
1,9000,31.138764538263228,0.010648900002706796,2.9688623000001826
2,9000,11505347.80451702,0.009957800000847783,3.7624911999992037
3,9000,5339.423946069382,0.010930899999948451,3.975771100002021
4,9000,11362.479499504534,0.00958090000131051,2.5859769000016968
5,9000,478.85735358764424,0.009898799999064067,1.9772731000011845
6,9000,26142.312091045664,0.011317100001178915,2.554028400001698
7,9000,26415.562683005748,0.01187000000209082,2.39855720000196
8,9000,8.308168634648665,0.00987629999872297,2.995261100000789
9,9000,49.85514435735211,0.010785599999508122,2.057421499997872
10,9000,2892.758700951454,0.010404699998616707,2.8837327000001096
11,9000,36539.115006746106,0.009979400001611793,2.412211099999695
12,9000,18.937783324498593,0.010094299999764189,2.698009700001421
13,9000,12417.35523131056,0.010350299999117851,2.533592100000533
14,9000,815.3568270696609,0.010112100000696955,3.796205499998905
15,9000,292.83446226530714,0.010141300001123454,2.4446312000000034
16,9000,20.587862040887067,0.009111200000916142,2.8566595999982383
17,9000,867.0397163141431,0.01021500000206288,3.3462972000015725
18,9000,109211.15260510224,0.010234700002911268,2.814064000001963
19,9000,34.830738872516726,0.011406300000089686,4.0723371999993105
20,9000,19432.249749026345,0.010696800000005169,2.9021025000001828
21,9000,19512.718129780675,0.011490500000945758,3.332949700001336
1,10000,813.3563121889379,0.01229099999909522,2.639333800001623
2,10000,280.5775195929191,0.009575899999617832,2.853884399999515
3,10000,1145.7343764640816,0.01180920000115293,3.18515810000099
4,10000,16721.102401645996,0.01249420000021928,2.455670499999542
5,10000,108734.93209126132,0.011671000000205822,3.2991753999995126
6,10000,133286.75316288648,0.013429700000415323,3.1649737000007008
7,10000,3626.5293497044745,0.011112200001662131,2.7424552000011317
8,10000,6465.277440916771,0.011840799998026341,2.539311099997576
9,10000,645645.8062302595,0.012139300000853837,3.47089600000254
10,10000,5711.794766513768,0.012715099997876678,2.6598183999994944
11,10000,149699.6404559612,0.008744300001126248,3.900746600000275
12,10000,20.549599939352063,0.01163530000121682,2.561968699999852
13,10000,269382.80718837085,0.012217900002724491,3.918951300001936
14,10000,19904.048222442212,0.01274320000084117,2.924917699998332
15,10000,86.96348638874795,0.012779000000591623,3.6842658999994455
16,10000,7.018176497595816,0.012132399999245536,3.150298600001406
17,10000,84.74665108159866,0.013814900001307251,2.8803823000016564
18,10000,1071547.22995505,0.012267100002645748,5.0735973000009835
19,10000,136.2521972715691,0.025158499996905448,3.0486157999985153
20,10000,123.28827210873726,0.011421700000937562,3.0883981000006315
21,10000,10.107237353903203,0.011998899997706758,3.371599599999172
1,11000,1565.0671820017574,0.013554400000430178,2.858556999999564
2,11000,153.43098832346573,0.013654700000188313,3.052373099999386
3,11000,28.683926444903882,0.01346660000126576,2.987948599999072
4,11000,19784.478403018926,0.013015000000450527,2.915628300001117
5,11000,4093.5094662916454,0.011977599999227095,2.55068769999707
6,11000,38.7146442179149,0.013085099999443628,4.337775600000896
7,11000,198527.3682637257,0.012785599999915576,3.536148700000922
8,11000,694.5414895084772,0.010981700001138961,3.27113300000201
9,11000,41.598110563732625,0.013554900000599446,2.9995917999985977
10,11000,52183.86400379197,0.012445399999705842,3.0671547000019928
11,11000,182.06203200898528,0.013957200000731973,2.781561400002829
12,11000,2242.8239627812313,0.012268099999346305,3.524806499997794
13,11000,57486430961.75361,0.012820300002204021,4.585061300000234
14,11000,3450.3158826112626,0.012853600001108134,3.2555318999984593
15,11000,1599.3035719919815,0.013221599998360034,4.192502599998988
16,11000,2352.8775450248445,0.01399160000073607,4.645685700001195
17,11000,290930.5867620169,0.013216500003181864,3.178678800002672
18,11000,811.5234490630539,0.013490000001183944,3.73763080000208
19,11000,940.3139270802653,0.012776899999153102,3.197083200000634
20,11000,6.495171161414418,0.013946700000815326,3.189014200001111
21,11000,177.68061636046386,0.011484400001791073,3.2151622000019415
1,12000,146.32010578174567,0.01370370000222465,3.411709300002258
2,12000,18292.147724741983,0.019147299997712253,3.3300032999977702
3,12000,365.8449995320929,0.013348899999982677,3.0060632999993686
4,12000,269017586.9096738,0.012823799999750918,6.940549800001463
5,12000,559.4946916109682,0.01359960000263527,4.019180100000085
6,12000,18547031.68214533,0.013116599999193568,4.800022300001729
7,12000,7020.108868165652,0.013859900001989445,3.149069499999314
8,12000,9734.409495387747,0.014121500000328524,2.806194600001618
9,12000,1048.8057997972721,0.013610099998913938,5.463684999998804
10,12000,75.50245566211065,0.013629799999762326,3.996925100000226
11,12000,1449.9139883517023,0.015105700000276556,3.941283800002566
12,12000,498.4944511492041,0.013348700002097758,4.016072900001745
13,12000,229.9616310037478,0.013953899997432018,3.503118999997241
14,12000,61.53498291938209,0.0140596999990521,3.9789912000014738
15,12000,72785.61441731687,0.014459299996815389,4.191322599999694
16,12000,19.12451490383013,0.01533009999911883,3.7262621999980183
17,12000,238.8746434928912,0.013373799996770686,3.739142999998876
18,12000,324.80830180542637,0.013713200001802761,4.484275800001342
19,12000,308.3178465632941,0.013885700001992518,4.141259299998637
20,12000,14.02622956001562,0.014621999998780666,3.0195444999990286
21,12000,209.87221891602428,0.013680000000022119,3.186503900000389
1,13000,195735.04559099616,0.01514339999994263,3.2964646000000357
2,13000,9588.371090924773,0.01354179999907501,3.208374999998341
3,13000,689.899387062807,0.014367799998581177,4.8574139999982435
4,13000,21.852407657661104,0.015211500001896638,3.701888700001291
5,13000,10.252667963274725,0.013938299998699222,3.856799699999101
6,13000,136.47463885647534,0.013809000000037486,4.273725600000034
7,13000,9.402715701156797,0.012893899998744018,4.621035700001812
8,13000,16360.364334298649,0.014141499999823282,3.103156199998921
9,13000,281886.5380208666,0.01417099999889615,4.057869899999787
10,13000,74.29688701414595,0.014285600002040155,4.351446800003032
11,13000,832.3543044595745,0.014600599999539554,3.3583426000004692
12,13000,178394.71575687308,0.014967200000683079,3.9518293000000995
13,13000,43.55223310901919,0.014158099998894613,5.112728199997946
14,13000,213242.2240693754,0.012143899999500718,3.585775299998204
15,13000,54.6521177001281,0.013714900000195485,4.086856500001886
16,13000,9932.597819644147,0.015090900000359397,3.525117900000623
17,13000,24738.480952451882,0.014734499996848172,7.215821399997367
18,13000,357.98848047178654,0.012828800001443597,3.9713264999991225
19,13000,10.658381252998002,0.012847199999669101,4.142417600000044
20,13000,13.410337460234127,0.01499110000077053,4.302591700001358
21,13000,43.053053587832615,0.014290200000687037,4.070193799998378
1,14000,3.5199790863760962,0.015067899999849033,3.6681157999992138
2,14000,43.751654084246326,0.014760900001419941,4.150235900000553
3,14000,8462.497979163074,0.015207799999188865,3.273010599998088
4,14000,534.1817696801284,0.01482430000032764,3.8567570999985037
5,14000,77.23017841164781,0.013985000001412118,4.348549400001502
6,14000,4.963705026046876,0.01555000000007567,3.8563444999999774
7,14000,668.0465316733943,0.014045200001419289,5.098538900001586
8,14000,360076.4937333595,0.01490380000177538,4.685321600001771
9,14000,1404.4054979087991,0.011317799999233102,5.028203099998791
10,14000,29.118713548854718,0.0159295999983442,5.662332199997763
11,14000,161.99515028988495,0.01577000000179396,3.521238200002699
12,14000,1644.7748105822698,0.01420259999940754,3.3727765000003274
13,14000,4602.057932684604,0.0145048999984283,7.541591299999709
14,14000,445.80419824487524,0.01407919999837759,4.021934500000498
15,14000,1073.1676799762404,0.015016800000012154,3.9419637999999395
16,14000,5.197856895053342,0.01527640000131214,3.5452937000009115
17,14000,274.0365284191952,0.01506619999781833,3.34196940000038
18,14000,70332.62576013009,0.014793599999393336,4.264525899998262
19,14000,27.51044263232429,0.014116899998043664,5.041138299999147
20,14000,852.5117346346854,0.015935600000375416,4.106061899998167
21,14000,20.95542827150192,0.01614789999803179,3.3480682999979763
1,15000,110.45519635142655,0.015513399997871602,4.8032132999978785
2,15000,75.02971930125317,0.016775199997937307,6.275512099997286
3,15000,35.727019200689504,0.015866599998844322,6.306854399997974
4,15000,167.29450141767788,0.01608199999827775,5.1498685000005935
5,15000,12.284501471004779,0.015447800000401912,5.250725099998817
6,15000,44.88022257059566,0.01757799999904819,5.637520999996923
7,15000,8.700336817385105,0.015271100000973092,7.108317000001989
8,15000,1766.429479676685,0.014114300000073854,4.961875500001042
9,15000,594.079667299797,0.015262799999618437,8.823251800000435
10,15000,137.98302213140667,0.015337900000304217,4.63000380000085
11,15000,15857.594196702068,0.014228600000933511,4.082579300000361
12,15000,208.09119862694826,0.015221399997244589,4.988454999998794
13,15000,196.2145189201355,0.015252000001055421,4.086090799999511
14,15000,431.9642747603577,0.01505889999680221,7.8031354999984615
15,15000,690.3843766474495,0.016037500001402805,9.488759400002891
16,15000,38.95916116743637,0.01724879999892437,4.8216548999989755
17,15000,70.7076432177587,0.015229099997668527,5.529970899999171
18,15000,4.120311057281603,0.01555509999889182,4.9635907000010775
19,15000,657.8336270612257,0.01452419999986887,5.818547499999113
20,15000,225484421.2082726,0.01561990000118385,5.9829992999984825
21,15000,35.45894891335544,0.015486599997529993,4.575814299998456
1,16000,577.1469807590213,0.018261199998960365,4.785901699997339
2,16000,8.233875427729153,0.016830900000059046,8.052877500002069
3,16000,184.02856787398838,0.016103300000395393,8.79046390000076
4,16000,35.04135017705819,0.01647180000145454,8.150662200001534
5,16000,25.618464371172298,0.016944500002864515,5.419791400003305
6,16000,21.63727016161738,0.015199699999357108,4.982989299998735
7,16000,293.2695042201375,0.016834199999721022,4.8398626999987755
8,16000,81.86803199098752,0.016215999999985797,6.3911765000011656
9,16000,342.75410750550446,0.015110600001207786,5.050910800000565
10,16000,7872.1396388618805,0.016831199998705415,4.3220312999983435
11,16000,16.513814423766203,0.018711000000621425,7.181887099999585
12,16000,88.6700129561108,0.01819180000165943,6.000776200002292
13,16000,397.94055722270735,0.018255500002851477,4.6591022000029625
14,16000,368.7671949229738,0.017924100000527687,4.552609099999245
15,16000,649.1093379345707,0.01565900000059628,4.217938500001765
16,16000,47.666778691293935,0.015642400001524948,8.20283980000022
17,16000,68.28574045825914,0.01728000000002794,7.4656467999993765
18,16000,759.4136442298425,0.01687879999735742,5.189813999997568
19,16000,7.220023968257316,0.017586699999810662,5.2528165000003355
20,16000,1682.6234616510524,0.017387899999448564,4.777732200000173
21,16000,63780.155790039025,0.013931999998021638,5.219911599997431
1,17000,385.45943002951503,0.01869250000163447,6.713355800002319
2,17000,304.81064314891654,0.01838789999965229,5.80619459999798
3,17000,300.18494348991806,0.018524700000853045,5.114586200001213
4,17000,13.272463839169692,0.019916500001272652,4.443478300003335
5,17000,7857.916969445032,0.017897500001708977,5.394682600002852
6,17000,110.42851781884288,0.016340000001946464,7.473771700002544
7,17000,444.4153189635315,0.016833199999382487,4.444667499999923
8,17000,805.4018714097646,0.017151000000012573,6.236188499999116
9,17000,29.340156913304394,0.018566000002465444,5.406793600002857
10,17000,19.312357377873003,0.018244599999889033,6.6295428999983415
11,17000,347.487872824679,0.01855499999874155,4.287428499999805
12,17000,242.44876019268528,0.01756039999963832,6.052878200000123
13,17000,2412.362219513438,0.01809290000164765,5.361581600001955
14,17000,187.45186693562857,0.018452200001775054,6.7892237000014575
15,17000,192051.93168235745,0.016947500000242144,6.1029751999994915
16,17000,235.85854684851006,0.017929499997990206,6.501868199997261
17,17000,49.536417918268505,0.018341499999223743,6.568703500000993
18,17000,41.73496379490968,0.01872949999960838,5.964218500001152
19,17000,759.2875374938501,0.019182399999408517,5.487246099997719
20,17000,68985.52232185304,0.018735700003162492,4.977928300002532
21,17000,100254.24905728128,0.018229799999971874,6.765005599998403
1,18000,5529.609840435201,0.015702900000178488,6.890932700000121
2,18000,895.3149840057132,0.01759709999896586,5.334750599999097
3,18000,743.6569673463412,0.019780400001764065,5.341460499999812
4,18000,2683.0920229408916,0.019344899999850895,4.224197799998365
5,18000,3722.778421448876,0.017177300000184914,5.144784600001003
6,18000,27.099394526085504,0.017689500000415137,7.0722356000005675
7,18000,545.2819557403163,0.017189299996971386,6.050443599997379
8,18000,273.98017057250706,0.017946700001630234,5.271364399999584
9,18000,10.68375486358455,0.018952500002342276,5.011134000000311
10,18000,52.72638558370931,0.02248929999768734,7.198253999998997
11,18000,165.4698362848857,0.016453899999760324,14.270899899998767
12,18000,10504.67530241419,0.018979600001330255,5.2706027000022
13,18000,32.73676847276769,0.020387000000482658,6.239564300001803
14,18000,181.05815863839697,0.019228199998906348,5.674249700001383
15,18000,57.79390763262205,0.01873610000257031,5.2819226999999955
16,18000,291.25449388217044,0.01834239999880083,5.363838499997655
17,18000,347.7484616690686,0.018924600000900682,9.424276400000963
18,18000,35.519955283486105,0.019521000001986977,5.2275346000024
19,18000,354.47875074493186,0.015706099999079015,5.809125800002221
20,18000,4.829057774460008,0.018341099999815924,4.704528500002198
21,18000,53.897118153476306,0.021018499999627238,6.488323800000217
1,19000,963.1425532007062,0.021306300001015188,5.86246200000096
2,19000,4.27071515418961,0.021113999999215594,6.732194199998048
3,19000,357.8737639590088,0.022209999999176944,5.638114100001985
4,19000,23.805722248163136,0.0204420999980357,5.656746000000567
5,19000,86.42750678180701,0.01964389999920968,5.883973799998785
6,19000,84.2513841393058,0.01798130000315723,7.250231900001381
7,19000,638.5900110131249,0.018832400000974303,6.145003700003144
8,19000,80.9592233064582,0.01813610000317567,5.742580800000724
9,19000,45.37039487591212,0.020303599998442223,6.223714799998561
10,19000,225.5316751550581,0.020416299998032628,5.44821199999933
11,19000,3992.26390966849,0.019572599998355145,4.979734299999109
12,19000,775.8415229684055,0.01892260000022361,6.383950999999797
13,19000,1216.2126497650213,0.019629899998108158,5.489660700000968
14,19000,108.71061441456027,0.019347299999935785,5.635481699999218
15,19000,207.4909440482771,0.018694599999435013,5.681017300001258
16,19000,36.22786996076449,0.020920299997669645,5.195485399999598
17,19000,16.013135475693698,0.01885760000004666,5.716650400001527
18,19000,4.5698180597831755,0.018290300002263393,6.085534600002575
19,19000,1010.1075412111045,0.019252400001278147,6.33459479999874
20,19000,23374.17734666281,0.020868700001301477,5.865681400002359
21,19000,554.8504299360028,0.01763770000252407,6.07076280000183
1,20000,119.72188418259661,0.021041199997853255,10.238303300000553
2,20000,1.9796552224576112,0.020312999997258885,5.685396400000172
3,20000,4.314308141085255,0.02132050000000163,7.199520800000755
4,20000,12.496776704298206,0.020893799999612384,6.11871169999722
5,20000,44.401136332904905,0.018662999998923624,7.206982600000629
6,20000,230.31719400406234,0.01910639999914565,6.007645199999388
7,20000,1039.5610265575701,0.01793109999925946,6.5008620000007795
8,20000,656.4754270542867,0.018461899999238085,5.8354313999989245
9,20000,510.70074352747525,0.020293599998694845,5.60261189999801
10,20000,10.767115528254141,0.019291699998575496,5.927287399998022
11,20000,1607.5397727251716,0.02002550000179326,7.216252300000633
12,20000,114.3824950462179,0.019971699999587145,5.443088599997282
13,20000,6.641511797847487,0.02171730000191019,6.451623600001767
14,20000,1685.046124736116,0.020539500001177657,6.337962499997957
15,20000,346.8099395002311,0.0195125000027474,7.498187200002576
16,20000,99.17512005828115,0.023555100000521634,8.602200600002107
17,20000,13.909994304573228,0.021464300003572134,5.427589900002204
18,20000,2.0142910525946522,0.020844300001044758,9.61796470000263
19,20000,473.0176759180829,0.02227639999910025,6.878923899999791
20,20000,22.740654055667548,0.021628400001645787,6.311198600000353
21,20000,3.679559286257276,0.021450100000947714,5.212521699999343
1,21000,292.0908717989555,0.02323629999955301,6.970039399999223
2,21000,1375.9991786965172,0.019729100000404287,5.8455627000003005
3,21000,34.97685239361997,0.020450399999390356,5.422553599997627
4,21000,226.4387046716423,0.021309100000507897,7.330715500000224
5,21000,9.686008711191649,0.020471799998631468,6.603109699997731
6,21000,6348.808009458342,0.019492999999783933,6.07343690000198
7,21000,473.10332704288254,0.019669299999804934,6.278761999998096
8,21000,10.45411013250069,0.020226199998433003,7.145542199999909
9,21000,204.15741804908762,0.02427430000170716,8.293912600001931
10,21000,264.36385172824845,0.020503499999904307,11.614946499998041
11,21000,223.97089361187577,0.02017129999876488,8.607167499998468
12,21000,26.390587337311388,0.020871500000794185,7.3249006000005465
13,21000,134.01022806734554,0.022156000002723886,7.237611600001401
14,21000,4.514193932172878,0.02059509999889997,7.041027600000234
15,21000,1957.40189800788,0.02218920000086655,7.631321699998807
16,21000,499.9196685580175,0.02091120000113733,5.125269500000286
17,21000,400.2652529460155,0.023068499998771586,7.398984299998119
18,21000,126599.45215591563,0.021660000002157176,7.153643199999351
19,21000,29.542226276677695,0.02359200000137207,5.418294700000843
