run,size,ratio,sampling_time_s,total_time_s
1,1000,8116.692222000563,29.1386964000003,29.369775900000604
2,1000,9.681625080383258,29.721384200000102,29.978333900000507
3,1000,2.1462465272793048,30.04793950000021,30.312549500000387
4,1000,40.7763699814597,30.349328800000876,30.591885300000285
5,1000,2055.02948169095,28.860042900000735,29.074417300000277
1,2000,12.114843739898314,28.50387159999991,28.81444290000036
2,2000,3.958092076433836,29.53060060000007,29.74132180000015
3,2000,70.49205949378317,29.464118300000337,29.74276960000043
4,2000,1.4273822288117017,28.599421100000654,28.809357900000578
5,2000,1.7370848125800835,28.53538160000062,28.827802100000554
1,3000,2.6349316114017394,29.532861499999854,29.97574850000001
2,3000,1.3656532435977995,29.358855000000403,29.642464000000473
3,3000,2.6226712648366193,29.086415200000374,29.4758238000004
4,3000,1.44882094319516,29.140651799999432,29.445406799999546
5,3000,3.654053588518991,29.170247799999743,29.521788899999592
1,4000,1.2610206568565423,30.03991550000046,30.37555820000034
2,4000,20.378724243353137,31.317462899999555,31.77048730000024
3,4000,4.18890830270115,30.614140199999383,30.974610199999915
4,4000,1.3885806889583754,32.23645750000014,32.60992880000049
5,4000,4.772217150644337,32.11668770000051,32.48697059999995
1,5000,38.542250394375536,29.696829499999694,30.15097489999971
2,5000,1.3325535829521145,29.767766500000107,30.2782986000002
3,5000,9.166220392836262,30.684959100000015,31.145158100000117
4,5000,1.3916191143690384,30.757715700000517,31.165602099999887
5,5000,1.866271241009773,30.03919700000006,30.377802099999826
1,6000,1.2716595079950812,30.636604199999965,31.076533099999324
2,6000,1.2651022443385942,31.1533414000005,31.532017600000472
3,6000,1.3345561636174976,31.02959319999991,31.513469599999553
4,6000,1.3454520579747116,29.02083109999967,29.387450299999728
5,6000,1.3981130954140573,29.175885300000118,29.610801300000276
1,7000,37.181349351571356,30.07976990000043,30.657439600000544
2,7000,4.5547380640378154,30.239885800000593,30.80388370000037
3,7000,1.4837521300797227,30.04473710000002,30.59067529999993
4,7000,1.3922178896884263,30.7177058999996,31.15030200000001
5,7000,1.2399531206573402,31.390912099999696,31.895629200000258
1,8000,1.2654163173250033,31.33040559999972,31.91724669999985
2,8000,23.184626353059894,29.37583210000048,30.04038760000003
3,8000,1.347230974656586,29.27650320000066,29.820358599999963
4,8000,1.3243892039171352,30.283323200000268,30.81292200000007
5,8000,1.219047260903102,30.222271300000102,30.7433031999999
1,9000,1.2549951704375768,29.340988999999354,29.962903300000107
2,9000,4.8881276776249285,29.291441600000326,29.93893019999996
3,9000,4.037842932980889,30.17356810000001,30.8903793999998
4,9000,1.2063972078467249,30.238120699999854,30.87987669999984
5,9000,1.2619239575420858,30.425639900000533,31.009560200000124
1,10000,1.3001948848984486,30.720889199999874,31.4220593
2,10000,1.2498640550292712,31.192040900000393,31.803679399999965
3,10000,4.203744766709968,30.971332500000244,31.757757200000015
4,10000,1.299434489867376,29.531078299999535,30.179508700000042
5,10000,3.0613885654413857,30.04615229999945,30.728907400000026
1,11000,1.20963272576366,30.973877299999913,31.586501799999496
