run,size,ratio,sampling_time_s,total_time_s
1,500,1.95377404334002,61.539588900000126,61.801544200000535
2,500,2.160331476709936,60.35235099999954,60.49826899999971
3,500,3.4422192051092533,61.55811630000062,61.79964030000065
4,500,1.715367619503535,61.45696849999968,61.7419074999998
5,500,3.2229207562940387,60.94679560000077,61.1083335000003
6,500,1.590636457912712,60.3949548999999,60.57518129999971
7,500,2.886232856672158,62.29341470000054,62.51156660000015
8,500,1.366743110570168,60.395041000000674,60.59957209999993
9,500,2.0643982671335848,60.00152440000056,60.15863669999999
10,500,1.798086092029768,61.55545570000049,61.750434000000496
11,500,2.6015752914323733,61.27664319999985,61.49246099999982
12,500,2.8057653239002547,61.93670639999982,62.10484989999986
13,500,4.952953451487981,60.25211829999989,60.37801069999932
14,500,2.252855561733836,59.99532719999934,60.18594739999935
15,500,1.8242659806570711,60.01381829999991,60.201748899999984
16,500,10.241169891522157,62.60276499999964,62.78365329999997
17,500,1.7469881306952628,62.06199280000055,62.268589899999824
18,500,3.026507539560768,59.99378120000074,60.23998610000035
19,500,2.4325270241221104,61.59187050000037,61.81871159999992
20,500,1.7810605185215047,63.8187183,64.04286359999969
21,500,1.8712193280958824,60.7079062999992,60.92810979999922
1,1000,1.339280169325453,62.71368780000012,62.92306310000004
2,1000,1.765045283838148,63.00435110000035,63.18135189999976
3,1000,1.331010828204602,65.76644920000035,65.96912870000051
4,1000,1.0685506147537769,62.182084199999736,62.38833160000013
5,1000,1.2066262348873862,61.91753200000039,62.11451340000076
6,1000,1.455430802409361,59.2981405999999,59.57148659999984
7,1000,1.3351951569580045,61.90359669999998,62.114909399999306
8,1000,5.68137662624235,60.25544509999963,60.46977669999978
9,1000,1.4424144817158404,60.98111349999999,61.18269449999934
10,1000,1.5450561474236129,63.086581900000056,63.326322800000526
11,1000,1.3538329349453848,61.45688710000013,61.63846689999991
12,1000,1.3865357231193205,58.19603879999977,58.40748820000045
13,1000,2.514522135609917,62.56684620000033,62.81043039999986
14,1000,1.5531961687667737,60.64836490000016,60.86511919999976
15,1000,1.2548032969736675,64.18993349999982,64.39196009999978
16,1000,1.4199863764446394,60.080048499999975,60.43171330000041
17,1000,2.4795914376847,60.93507129999944,61.21525669999937
18,1000,1.5182613801545235,60.43512139999984,60.71793909999997
19,1000,1.268231115517715,62.62980549999975,62.85234300000048
20,1000,1.1899400243863445,60.7722560000002,61.00368729999991
21,1000,1.6384938190766405,60.639881299999615,60.85157849999996
1,1500,1.265593306043248,64.47696429999996,64.80078430000049
2,1500,1.377552167389242,62.14197519999925,62.47943309999937
3,1500,1.177391563372176,64.12990460000037,64.34849900000063
4,1500,1.359976018951364,61.66141729999981,61.87576679999984
5,1500,1.2110471673364802,61.910156500000085,62.191008599999805
6,1500,1.4249910106802472,60.53444729999956,60.83308289999968
7,1500,1.0388416252850268,59.12215970000034,59.450445800000125
8,1500,1.295585927851695,59.46571839999979,59.88020199999937
9,1500,1.431051444061295,61.27027580000049,61.49668569999994
10,1500,1.224915510659738,63.45132479999938,63.78494789999968
11,1500,1.0406170458070605,59.123390599999766,59.35251280000011
12,1500,1.0239273038242551,61.95458320000034,62.26938960000007
13,1500,1.04160849368471,62.53724789999978,62.92793889999939
14,1500,1.3799637434808976,60.72698080000009,60.98434220000036
15,1500,3.5467029324985573,62.79948450000029,63.08539930000006
16,1500,1.0538333928016792,60.129361499999504,60.42971689999922
17,1500,1.168603968426565,61.58524410000064,61.82147270000041
18,1500,1.346027049821357,61.38962609999999,61.67644019999989
19,1500,1.2624958084877105,61.03654199999983,61.31597429999965
20,1500,1.1751184816720115,59.90311779999956,60.2133574999998
21,1500,1.1994344201764122,59.29440330000034,59.68662610000047
1,2000,1.2563337488651276,61.716120500000216,62.020980499999496
2,2000,1.2985144412491718,59.82203500000014,60.14045669999996
3,2000,1.022533735236418,59.968947299999854,60.359446800000114
4,2000,1.0411376943841697,62.75338240000019,63.0186321000001
5,2000,1.0321942449515271,61.3900737999993,61.74579019999965
6,2000,1.1664621243981137,61.66252600000007,61.89693369999986
7,2000,1.0285362180767568,59.39577530000042,59.759117600000536
8,2000,1.027978122664286,61.08684919999996,61.34197339999992
9,2000,1.0409093257890902,60.58355689999917,60.851148299999295
10,2000,1.0305932303002034,61.202040000000125,61.49752360000002
11,2000,1.1991238503029722,60.95345940000061,61.27130070000021
12,2000,1.0326324596873988,59.59512470000027,59.89652699999988
13,2000,1.0377138574165397,60.66610869999931,61.025244599999496
14,2000,1.0345224549407626,60.26014400000077,60.58128089999991
15,2000,1.2815425001711591,62.31523959999959,62.65479260000029
16,2000,1.0250473748846742,65.20642320000024,65.59797919999983
17,2000,1.070185945154973,62.35339060000024,62.678848200000175
18,2000,1.0235629566621285,59.225979599999846,59.51493930000015
19,2000,1.335220247480065,60.023904600000606,60.34596200000033
20,2000,1.1757352190757315,60.81506810000064,61.06741049999982
21,2000,1.2314148330052503,60.4667528,60.81949199999963
1,2500,1.0352979545652372,60.38774199999989,60.65897080000013
2,2500,1.0159192791921172,59.61383360000036,59.96507240000028
3,2500,1.0210533909708228,61.5400995,61.977001300000666
4,2500,1.0248637859467264,60.48876149999978,60.86432229999991
5,2500,1.0239744054424045,63.33774439999979,63.72093750000022
6,2500,1.0217615190495668,60.06452730000001,60.35839339999984
7,2500,1.0374130105930004,60.99489349999931,61.40651459999936
8,2500,1.018352412682808,62.48575939999955,62.79355129999931
9,2500,1.156296429350747,61.55116029999954,61.933807599999454
10,2500,1.0297633674755793,61.09385839999959,61.54714839999997
11,2500,1.186850824462761,60.63539419999961,60.902403299999605
12,2500,1.167508486040433,60.84434310000052,61.35625370000071
13,2500,1.0183179554647102,60.046173399999134,60.41400279999925
14,2500,1.0262778277953486,62.08119640000041,62.4733427000001
15,2500,1.135062472198748,61.17005900000004,61.5819861
16,2500,1.027526179436807,62.39921509999931,62.89086769999994
17,2500,1.173686711848796,62.03175740000006,62.46412880000025
18,2500,1.0583114871970236,58.28954299999987,58.608486500000254
19,2500,1.1718547987037982,62.15299269999923,62.55251539999972
20,2500,1.0245262315058938,61.44357980000041,61.73414110000067
21,2500,1.1254991048651612,58.85966569999982,59.17123230000016
1,3000,1.0196564305507496,61.562607599999865,61.902738699999645
2,3000,1.0279146848526794,63.12364830000024,63.49273100000028
3,3000,1.2268419788294525,62.60050990000036,62.9821221000002
4,3000,1.0160908050572433,60.87406039999951,61.24745519999942
