run,size,matrix_norm
4,500,6136.740217683453
4,1000,415.5995761853427
4,1500,18.652393757838404
4,2000,13.939979980922022
4,2500,40.63627598049701
4,3000,8.683259884081197
4,3500,8.955797010224153
4,4000,6.827547913458587
4,4500,11.846702060772506
4,5000,24.72070157040373
4,5500,5.695208512359301
4,6000,4.28597371015215
4,6500,4.3682284623634375
4,7000,6.5968257999646305
4,7500,3.604637140416431
4,8000,17.23255633129587
4,8500,4.576261191150131
4,9000,4.626269262334801
4,9500,4.219493158814299
4,10000,9.757534904163128
4,10500,6.173868291153963
4,11000,4.491831711138614
4,11500,4.448381581266767
4,12000,4.140654050678082
4,12500,4.285103211725685
4,13000,9.601637771583912
4,13500,4.9847714395354235
4,14000,4.7231335461800645
4,14500,3.6927316404929913
4,15000,4.264880435273388
5,500,664.6383316376754
5,1000,508.3768370040999
5,1500,25.92476544581953
5,2000,17.479492796930433
5,2500,25.432419853120585
5,3000,19.4153250883947
5,3500,5.270716963403269
5,4000,8.210036566194853
5,4500,4.450440812949947
5,5000,10.105493357779862
5,5500,7.745200002365743
5,6000,8.236119726633158
5,6500,6.4438759645219985
5,7000,5.547700877815831
5,7500,4.711775878399969
5,8000,6.226090276822143
5,8500,6.747611896314836
5,9000,4.675660963820765
5,9500,3.713527273490678
5,10000,4.214577372726962
5,10500,6.395448599509311
5,11000,4.54166580746176
5,11500,6.592134960003213
5,12000,4.162034676543334
5,12500,4.36583044685043
5,13000,4.7077939065261765
5,13500,8.326425853965636
5,14000,7.054931285918084
5,14500,4.421309095430322
5,15000,4.568387722459467
1,500,1065.6334632399141
1,1000,156.32857010064248
1,1500,29.296662350342608
1,2000,18.479796227502078
1,2500,17.957148641029722
1,3000,13.52682517299144
1,3500,8.308565513997449
1,4000,6.783435945275843
1,4500,11.441643960842605
1,5000,5.835858352040493
1,5500,5.080376453284713
1,6000,7.885184822977661
1,6500,4.528297213989779
1,7000,4.447806847309335
1,7500,4.378075996728408
1,8000,4.908666822729905
1,8500,5.969553441724808
1,9000,5.884599640805668
1,9500,3.926844232652125
1,10000,4.244390736829569
1,10500,4.533831772035001
1,11000,4.285464984936034
1,11500,7.1791946407980385
1,12000,3.803865169086928
1,12500,5.11299025534701
1,13000,12.81697349929985
1,13500,4.448205165516986
1,14000,5.442802362222004
1,14500,4.436176234457838
1,15000,3.732382433006513
3,500,1386.6391819026182
3,1000,236.7988720896638
3,1500,30.104563387926923
3,2000,17.785808318774833
3,2500,11.082372041508565
3,3000,33.43483286088931
3,3500,25.195971901436927
3,4000,5.818183817024122
3,4500,7.8867481982944465
3,5000,10.309010503866059
3,5500,3.9891587605679932
3,6000,4.207752029178301
3,6500,6.160680518613949
3,7000,8.511271537200727
3,7500,6.244145727432611
3,8000,5.126988924291001
3,8500,7.910868345448011
3,9000,4.302669474267919
3,9500,4.915824537453944
3,10000,4.950865190356631
3,10500,6.290457499048104
3,11000,5.146932445826725
3,11500,3.905258696185888
3,12000,5.3454101956720725
3,12500,3.5707456026325084
3,13000,3.8309669696293667
3,13500,4.483236251065322
3,14000,6.376654253631857
3,14500,5.211033700528652
3,15000,6.013470025922601
2,500,3511.012684821314
2,1000,1380.0957039637744
2,1500,39.972062423165234
2,2000,12.015847727262953
2,2500,20.06784010034274
2,3000,7.937892483956755
2,3500,6.984613801513988
2,4000,4.356636902517794
2,4500,7.611753681347132
2,5000,4.51909929011906
2,5500,10.313609671266493
2,6000,8.974285467473381
2,6500,4.189959897973262
2,7000,8.463533362550296
2,7500,3.8586041104155173
2,8000,5.356056836459587
2,8500,5.53952208825022
2,9000,3.8741862671723784
2,9500,10.180240131671638
2,10000,2.9731265396407287
2,10500,4.20179573257654
2,11000,4.063863860137988
2,11500,3.8760029850828057
2,12000,6.367446485778395
2,12500,5.047604223892008
2,13000,5.864099396658528
2,13500,3.9515240326626815
2,14000,5.528671079363862
2,14500,4.1604487111384
2,15000,7.310273726517719
