run,size,matrix_norm
3,500,96.53985092042328
3,1000,96.90291851314865
3,1500,22.79049806608853
3,2000,37.9186328738028
3,2500,6.2134601823996976
3,3000,18.397029797013523
3,3500,5.226389389021353
3,4000,10.721928803450234
3,4500,3.88045720170628
3,5000,4.741891122394199
3,5500,5.758588894726831
3,6000,2.3472644056482013
3,6500,4.139048680453629
3,7000,4.93619815164712
3,7500,2.9361434860976217
3,8000,8.544660411214837
3,8500,2.8394794961000396
3,9000,1.968806714453776
3,9500,2.634918724131395
3,10000,1.606680464075842
3,10500,1.4714284131245996
3,11000,3.050129242170529
3,11500,4.431738918452244
3,12000,4.038572885929089
3,12500,2.7972005864614795
3,13000,2.8128222725941403
3,13500,3.3750860192115217
3,14000,1.69338806752834
3,14500,3.0992903023754628
3,15000,2.099899305409026
4,500,133.32394243388498
4,1000,29.89069005852446
4,1500,18.15838799193435
4,2000,10.640290810364482
4,2500,6.724051969699456
4,3000,4.829721394869759
4,3500,1.6930509872010937
4,4000,7.469008625207351
4,4500,7.211303018992495
4,5000,1.097958063545648
4,5500,1.8142302593761508
4,6000,2.296645758470616
4,6500,4.305038421503674
4,7000,5.37864119285848
4,7500,3.4839829941116207
4,8000,3.028480253778169
4,8500,3.1717360093531477
4,9000,3.7743406561210673
4,9500,2.2443191049062126
4,10000,15.194473354015534
4,10500,3.7828087168101168
4,11000,2.5171963749137496
4,11500,2.5589488679842325
4,12000,2.165591880581124
4,12500,2.984104815967687
4,13000,3.988066868585947
4,13500,3.7470316383001743
4,14000,3.1909809274953904
4,14500,1.7413466938604323
4,15000,3.274432563835456
2,500,152.5160870370335
2,1000,24.032114720897262
2,1500,31.91841145000544
2,2000,19.424671538115575
2,2500,12.969674184464457
2,3000,15.053355789259706
2,3500,9.087991179170475
2,4000,5.370993710849813
2,4500,2.882008244224396
2,5000,7.131065740530508
2,5500,7.562415098810419
2,6000,6.910415728264605
2,6500,5.226040122038389
2,7000,3.6091373812847
2,7500,1.6894363637165473
2,8000,2.5682213887263576
2,8500,4.171593092889461
2,9000,3.4077650922026135
2,9500,12.353921798758
2,10000,1.6639677344246218
2,10500,2.2802217506708167
2,11000,3.429690142506459
2,11500,3.133767643818529
2,12000,4.303857864452492
2,12500,2.8398217814682796
2,13000,2.2014401476811805
2,13500,3.1987078823058877
2,14000,2.688168979050797
2,14500,1.5846421883573307
2,15000,2.7318420048689407
1,500,104.7770086037711
1,1000,86.61379124177647
1,1500,26.617697373105475
1,2000,11.90543542675092
1,2500,14.83950970661051
1,3000,3.9304085645017643
1,3500,17.864105642423755
1,4000,5.279534792886231
1,4500,5.803711673729529
1,5000,3.132291831759512
1,5500,4.2235826322254875
1,6000,1.7774392174380698
1,6500,6.974131293229333
1,7000,3.520913243712432
1,7500,2.578015501202577
1,8000,3.8148453877626016
1,8500,3.404389285144864
1,9000,2.8518493503920346
1,9500,2.7102393846542627
1,10000,1.965960211366569
1,10500,3.0575699042626536
1,11000,2.48752482166853
1,11500,1.9542054263995976
1,12000,3.999102065954656
1,12500,4.7464672341798995
1,13000,3.1225086311957946
1,13500,4.431751971483967
1,14000,2.267208235144034
1,14500,3.7762995060535047
1,15000,1.9381466277576571
5,500,127.04875133552954
5,1000,33.35729443905808
5,1500,5.021787425183985
5,2000,21.65884300348845
5,2500,20.24177141250109
5,3000,4.227750912003055
5,3500,3.5730459075446768
5,4000,2.6612630010468727
5,4500,5.916182133550024
5,5000,6.864964372975585
5,5500,1.8062115431795676
5,6000,6.193804593871558
5,6500,4.2832661247288835
5,7000,5.288445222191653
5,7500,5.656498524772629
5,8000,1.9804985180731896
5,8500,1.0236022854563065
5,9000,4.621611323683691
5,9500,3.8670777691979663
5,10000,3.530435138629937
5,10500,2.8308556687830237
5,11000,1.4265379345522495
5,11500,1.6494846998218329
5,12000,3.0617918852472337
5,12500,3.3873731270292273
5,13000,3.6977671334970323
5,13500,2.698609868398057
5,14000,2.39114329230395
5,14500,3.552570829146081
5,15000,3.1154556748748967
