run,size,mmd
4,1000,1993.2644132062044
4,2000,2504.23860148507
4,3000,1498.3773780937859
4,4000,7293.959355345096
4,5000,6633.2518897382415
4,6000,2264.8423824181127
4,7000,773.6907852744599
4,8000,1084.4674667833626
4,9000,338.1766427039401
4,10000,85.63304691590012
4,11000,170.1601754120305
4,12000,3909.342440188617
4,13000,210.75353781163818
4,14000,253.35733423342018
4,15000,2847.064579466439
4,16000,234.50635464018956
4,17000,115.79734255404628
4,18000,900.9054419621508
4,19000,64.2075791285822
4,20000,1797.342585118552
4,21000,34.39817768964921
4,22000,686.7631621631193
4,23000,988.8896161462462
4,24000,37.198629601959695
4,25000,49.70391740968703
4,26000,46.92281333840755
4,27000,230.15163029492834
4,28000,479.7222544005029
4,29000,102.58639200597284
4,30000,79.98560275489133
1,1000,3977.2779735724175
1,2000,4518.94574636484
1,3000,1563.978220562836
1,4000,1613.32110338157
1,5000,2842.8618572565983
1,6000,7486.207476226797
1,7000,90.24685219587913
1,8000,2316.865095038573
1,9000,548.9554630207174
1,10000,1842.6762079090972
1,11000,193.14672395658462
1,12000,417.90150766466815
1,13000,4550.238837939084
1,14000,67.63692295774021
1,15000,1557.4428928916316
1,16000,1156.5560821620807
1,17000,94.08431930256458
1,18000,400.2142393508973
1,19000,58.7487536765189
1,20000,1407.7117194805119
1,21000,153.4814099277144
1,22000,374.302667062665
1,23000,44.40146716578789
1,24000,29.33799069279767
1,25000,103.95305053672914
1,26000,412.11694705405563
1,27000,339.21341391286165
1,28000,785.9936343782927
1,29000,157.68743177376024
1,30000,180.9752729389901
2,1000,4428.971667535105
2,2000,6694.990637807069
2,3000,3947.9576598923513
2,4000,844.3179922959638
2,5000,2273.2717229729087
2,6000,2210.414121030731
2,7000,234.18261580273892
2,8000,1957.2376282389232
2,9000,897.0573880169432
2,10000,421.4688477062319
2,11000,2694.424032404182
2,12000,623.4646587424959
2,13000,1304.4038245851946
2,14000,264.1010917065856
2,15000,40.07464467650941
2,16000,40.44310115033123
2,17000,104.9347108962383
2,18000,2128.683842817297
2,19000,79.33068355736633
2,20000,623.4502708303787
2,21000,215.09822940270462
2,22000,163.2512943631341
2,23000,102.66215860583992
2,24000,27.829590120223127
2,25000,37.319046835348914
2,26000,152.3903640664631
2,27000,106.91786488702303
2,28000,43.52084558466019
2,29000,62.251535349054905
2,30000,51.522251731884985
3,1000,13500.865376967893
3,2000,2740.4315610263047
3,3000,1958.683834600179
3,4000,721.8600974968675
3,5000,1496.550981426494
3,6000,3141.1912539945597
3,7000,789.1356236218472
3,8000,328.3990406904937
3,9000,253.08854304168526
3,10000,1696.0473453282684
3,11000,656.5375246204435
3,12000,387.9421739969404
3,13000,311.1751988318923
3,14000,445.0752844037296
3,15000,107.89146563296677
3,16000,1699.7573940125162
3,17000,1294.8291620254213
3,18000,86.60976232846653
3,19000,521.0668752577852
3,20000,183.03844587605153
3,21000,32.10760975224854
3,22000,361.0012484745937
3,23000,371.5141805005514
3,24000,65.96719967913948
3,25000,51.14375814934631
3,26000,113.44037776391092
3,27000,2416.4297026450927
3,28000,129.97177842355214
3,29000,716.5754357838276
3,30000,24.839157192276197
5,1000,3760.834575288723
5,2000,10340.852871663454
5,3000,1017.3910442734353
5,4000,2518.700146197299
5,5000,819.010185486766
5,6000,431.2668955968389
5,7000,594.8083368467024
5,8000,3368.5484922733804
5,9000,366.32893236393915
5,10000,221.63312601393147
5,11000,1637.9791849214332
5,12000,2027.1515891568197
5,13000,722.4340810764231
5,14000,527.5052338299349
5,15000,620.4844899061288
5,16000,122.35657639984835
5,17000,501.6799899457055
5,18000,135.54589860024032
5,19000,126.57130329780931
5,20000,126.4630627209107
5,21000,51.55328154827989
5,22000,47.17883809633895
5,23000,201.1135678738624
5,24000,83.13122037033753
5,25000,43.509491666536434
5,26000,313.76523579881143
5,27000,29.600715077797258
5,28000,56.581465117496094
5,29000,44.53638774187724
5,30000,325.1860261928331
