run,size,mmd
5,500,2899.725009392764
5,1000,595.3257636411172
5,1500,1786.7593275433835
5,2000,468.21996729080524
5,2500,349.3818968433529
5,3000,401.8106686967166
5,3500,195.17420243230143
5,4000,313.75949781036996
5,4500,450.6198055346789
5,5000,96.8713000785067
5,5500,143.65234899852354
5,6000,110.6331151881399
5,6500,189.29560742728813
5,7000,74.83529456168175
5,7500,71.33076242419133
5,8000,48.63874472142525
5,8500,182.90347343280155
5,9000,158.51612600010637
5,9500,63.31930765992982
5,10000,99.51264324934144
5,10500,57.64838297695659
5,11000,37.562689312280376
5,11500,107.74326166766535
5,12000,62.848648194065966
5,12500,50.15797812099365
5,13000,77.2399232236914
5,13500,75.72759482451397
5,14000,50.48673776781284
5,14500,167.10222978452452
5,15000,60.57924120017195
1,500,2995.1031181855387
1,1000,1125.4881056651134
1,1500,458.1639890562002
1,2000,194.80696868701327
1,2500,925.0222602632178
1,3000,296.1573369981522
1,3500,158.71733153542112
1,4000,183.66264615617087
1,4500,157.21307443413963
1,5000,162.04283510393898
1,5500,181.11987507525026
1,6000,94.22938266108113
1,6500,219.67535856490977
1,7000,223.93857014804448
1,7500,89.40471669973225
1,8000,143.42482325765175
1,8500,76.51181921590559
1,9000,78.2842744926663
1,9500,67.17013113695353
1,10000,84.96436659530175
1,10500,36.935384941645275
1,11000,57.34030604231436
1,11500,90.47715967390866
1,12000,45.159162250470324
1,12500,77.39897490398224
1,13000,115.44619604782658
1,13500,56.27039114097133
1,14000,42.05995470782456
1,14500,60.26401211426543
1,15000,37.75402869709105
4,500,2401.978788704029
4,1000,1156.8587565531648
4,1500,841.9430539707977
4,2000,542.4029565521087
4,2500,525.5725478994299
4,3000,326.7503885235475
4,3500,529.432872171413
4,4000,314.42029401691565
4,4500,142.91210124233288
4,5000,75.19646160896231
4,5500,178.84730601325248
4,6000,222.32937905132013
4,6500,97.86228587277955
4,7000,148.1113287006998
4,7500,65.00647082637977
4,8000,76.98502040245123
4,8500,105.35906406704062
4,9000,71.17558923679046
4,9500,57.26415186122493
4,10000,75.50487732636675
4,10500,65.65181651568736
4,11000,124.9709403917764
4,11500,56.48385211774202
4,12000,37.81602855453848
4,12500,61.85436114335669
4,13000,48.11295370282736
4,13500,61.966433426748424
4,14000,69.902453644044
4,14500,163.89027036751193
4,15000,38.91253634777884
2,500,8506.583775409457
2,1000,1221.90376319075
2,1500,536.0171528196339
2,2000,390.23859301169483
2,2500,466.40934646836706
2,3000,217.67156761411346
2,3500,217.43220774467233
2,4000,209.00109404533998
2,4500,270.73571423839593
2,5000,101.11137334653282
2,5500,278.82052046669514
2,6000,130.23693957847345
2,6500,200.83390432396428
2,7000,108.50279303147677
2,7500,111.98703163597864
2,8000,56.051930243382934
2,8500,55.744491187343755
2,9000,93.62799327553695
2,9500,38.88417060422958
2,10000,84.08458990617035
2,10500,89.34342958841886
2,11000,49.87047832828945
2,11500,52.83621743496978
2,12000,41.26843838625114
2,12500,57.178335889952
2,13000,43.67410739352413
2,13500,127.29618261688648
2,14000,65.01962033344282
2,14500,42.571638759705515
2,15000,56.28837976169537
3,500,2312.7313519638888
3,1000,561.526289873989
3,1500,720.0136929512504
3,2000,379.52739922062375
3,2500,273.3611804896045
3,3000,606.0568557698122
3,3500,248.49090723923706
3,4000,210.30876839969875
3,4500,251.31710432356132
3,5000,313.1031590140823
3,5500,164.59819824706707
3,6000,221.71579161408602
3,6500,150.21891596932363
3,7000,95.59724972909952
3,7500,121.65628324811041
3,8000,154.02023231186277
3,8500,60.11030616816924
3,9000,114.19046674677854
3,9500,61.98237914748365
3,10000,160.11689550792056
3,10500,108.01831371727876
3,11000,59.592026164889155
3,11500,58.76638006077301
3,12000,86.4461743022882
3,12500,76.60850369234745
3,13000,123.29820777371047
3,13500,62.835790419057005
3,14000,58.16308070895256
3,14500,60.310996874823466
3,15000,113.19515569209953
