run,size,matrix_norm
5,500,359.0032959454198
5,1000,122.72879932735275
5,1500,207.77183891383189
5,2000,61.4407742290643
5,2500,77.09731198471026
5,3000,43.44207413298629
5,3500,11.928767524283497
5,4000,46.41155632918976
5,4500,24.638160171090167
5,5000,8.063705887034997
5,5500,9.741815894803125
5,6000,11.693215698903607
5,6500,13.506951688578072
5,7000,7.052421665799799
5,7500,6.322980923167899
5,8000,3.7067266871150273
5,8500,15.456101297224237
5,9000,21.822521718812364
5,9500,5.873353105632648
5,10000,8.225869982514293
5,10500,2.995047941568064
5,11000,1.6573535325912885
5,11500,9.291559781261713
5,12000,4.16785758933745
5,12500,4.433579188764702
5,13000,5.779789506029113
5,13500,5.344991796034111
5,14000,4.95864004987642
5,14500,3.4033006809640067
5,15000,2.6712645518748754
1,500,719.9678222261126
1,1000,124.39071214080226
1,1500,42.404074805916345
1,2000,14.004245442142162
1,2500,110.62990425546359
1,3000,34.632664210143474
1,3500,29.479641893539334
1,4000,12.103452999122327
1,4500,14.623903980611331
1,5000,11.576336769352993
1,5500,6.77903400086387
1,6000,8.246646389770696
1,6500,16.667462678923382
1,7000,27.541988347449973
1,7500,3.348623419148362
1,8000,22.36542467166461
1,8500,3.7017224435525242
1,9000,6.255829504607563
1,9500,3.9287294487899196
1,10000,7.272272814190136
1,10500,2.4146592514095593
1,11000,2.1638875486531384
1,11500,4.126520438972908
1,12000,2.362684228274675
1,12500,6.914479112114497
1,13000,10.270071081181888
1,13500,2.411002065957459
1,14000,4.04534122217986
1,14500,2.3331617064232275
1,15000,1.3258834044363772
4,500,191.49080626942464
4,1000,192.0585220703099
4,1500,95.64059160537505
4,2000,47.410459822670425
4,2500,40.575740688867505
4,3000,17.266991794054064
4,3500,33.63739451695528
4,4000,31.41553826927159
4,4500,17.02042342385774
4,5000,5.222780198394171
4,5500,11.140816732985803
4,6000,23.145494126326312
4,6500,7.427804400849751
4,7000,14.175104542149908
4,7500,3.6653187006727146
4,8000,1.9885699804463624
4,8500,12.29616806456851
4,9000,8.04790922182861
4,9500,3.274028335965713
4,10000,6.410522815920253
4,10500,6.452080100944115
4,11000,10.59301218835906
4,11500,3.351316830375632
4,12000,1.531357997607612
4,12500,2.1829684565850638
4,13000,2.396920595636109
4,13500,7.542505523358466
4,14000,4.385831080064141
4,14500,9.49963911802365
4,15000,2.153667424112358
2,500,864.8311123157133
2,1000,180.94111999095227
2,1500,60.60895491704316
2,2000,44.667333141763116
2,2500,59.91864558615183
2,3000,31.496117601734962
2,3500,29.307033091340475
2,4000,33.56410990558923
2,4500,27.870591109065828
2,5000,5.611488935134608
2,5500,26.178767210170797
2,6000,5.0655220674814245
2,6500,33.54103934324242
2,7000,7.8990120056884585
2,7500,11.414292617822895
2,8000,3.0861099746586236
2,8500,2.5566967461380004
2,9000,8.908830964374346
2,9500,3.774451997926394
2,10000,6.397893043303164
2,10500,7.018923347062856
2,11000,2.908118420711633
2,11500,4.338328836921627
2,12000,1.2524928415544956
2,12500,2.122559382508421
2,13000,4.786353904494313
2,13500,7.32148126001675
2,14000,4.695620360701593
2,14500,2.25848584926434
2,15000,3.8386351736392332
3,500,664.5736182555688
3,1000,114.8102288603483
3,1500,59.15448535036274
3,2000,38.34374263806168
3,2500,22.15886189318577
3,3000,53.18217091717755
3,3500,14.584056865550524
3,4000,5.783598894027987
3,4500,28.913952406231385
3,5000,33.364229354014924
3,5500,9.416677655818633
3,6000,25.965940517022396
3,6500,18.625657778093352
3,7000,7.583224934961365
3,7500,9.675828076960801
3,8000,12.393378322360123
3,8500,5.071191840389789
3,9000,10.19333841672597
3,9500,4.974589052635898
3,10000,9.47126477191123
3,10500,13.57518487852056
3,11000,6.267029004483113
3,11500,7.151424109130691
3,12000,6.169173566150999
3,12500,4.480032656159543
3,13000,9.976927702005902
3,13500,3.4526277077660508
3,14000,2.381735490794911
3,14500,6.5965470956792505
3,15000,6.417039389286608
