run,size,norm
3,500,102.9251020369986
3,1000,20.41783245900405
3,1500,11.620980281814246
3,2000,5.969493841075239
3,2500,7.588886072604656
3,3000,7.4853158286273915
3,3500,6.18033474148481
3,4000,5.9892394146929515
3,4500,8.09535170208932
3,5000,6.1158604660542135
3,5500,5.2261039676413334
3,6000,6.400487457763772
3,6500,7.443160576569816
3,7000,7.304644473906992
3,7500,6.247372750175748
3,8000,5.8596442781028095
3,8500,6.703020499736925
3,9000,6.813010414158224
3,9500,7.552161257703759
3,10000,8.262981102336576
3,10500,6.173860501910578
3,11000,6.545955517016694
3,11500,6.766626411961962
3,12000,8.046932938541117
3,12500,6.421920017515168
3,13000,6.851733057239962
3,13500,5.996832647176651
3,14000,5.680990577530286
3,14500,6.014003098175826
3,15000,6.651211269491331
5,500,67.14772436200252
5,1000,15.216405969563292
5,1500,7.659557165229725
5,2000,9.875798479284333
5,2500,5.611616009429061
5,3000,6.582764866005024
5,3500,10.727465274823722
5,4000,6.1020636579015255
5,4500,6.576164215864229
5,5000,5.662860712651821
5,5500,6.385147116149169
5,6000,7.4400603847713835
5,6500,5.362808606254076
5,7000,6.945170708931441
5,7500,5.9079374126753965
5,8000,6.816970020595984
5,8500,6.810754326631826
5,9000,7.409107557001323
5,9500,6.1838217156095805
5,10000,6.86144101907656
5,10500,6.278098653571439
5,11000,7.234750411400626
5,11500,7.69193876572096
5,12000,9.329482602414375
5,12500,9.57203796428489
5,13000,7.221009089820691
5,13500,6.194946877026206
5,14000,7.2565107623951155
5,14500,6.557421487018398
5,15000,7.420673455124932
1,500,45.01384695621471
1,1000,9.729393530351638
1,1500,8.624850650090561
1,2000,10.158932033327664
1,2500,8.251989518449705
1,3000,10.908870825181467
1,3500,6.870083436938301
1,4000,10.423075609415204
1,4500,7.718701641842383
1,5000,6.354786433580891
1,5500,7.228605077869858
1,6000,6.050497880909002
1,6500,7.019536308290752
1,7000,6.633080708108126
1,7500,6.771627900773986
1,8000,5.423925893952211
1,8500,6.810039046939359
1,9000,7.514429916894141
1,9500,7.368697333085291
1,10000,6.554169304472058
1,10500,6.978484174937402
1,11000,6.723096858575491
1,11500,5.502284935494085
1,12000,7.0941523462167195
1,12500,6.959680678705862
1,13000,7.707146796039282
1,13500,7.150482931417719
1,14000,5.57875112854694
1,14500,6.368286270537784
1,15000,6.7488335232598455
2,500,36.98605340454515
2,1000,12.890748906020896
2,1500,9.02118006059947
2,2000,7.08623392319453
2,2500,6.876365709993871
2,3000,6.7210664520550605
2,3500,8.079359619550544
2,4000,5.310289080407967
2,4500,5.236668272785193
2,5000,4.471591295544652
2,5500,5.455696164079415
2,6000,8.30875273090844
2,6500,6.792873925253208
2,7000,6.873645499586675
2,7500,11.667224897208836
2,8000,5.386302154893609
2,8500,6.011349367493642
2,9000,6.576088336177581
2,9500,7.837152755033131
2,10000,6.1602912473390345
2,10500,4.999988924148231
2,11000,6.188735471955259
2,11500,7.2662688511594675
2,12000,6.486702313070778
2,12500,7.176198553059438
2,13000,6.817005237075475
2,13500,6.061797737926004
2,14000,7.117531290558397
2,14500,5.974126942483575
2,15000,7.148869057662429
4,500,48.164023125773554
4,1000,21.63379521680826
4,1500,7.842381343177666
4,2000,6.622345012464528
4,2500,5.384489767098788
4,3000,5.860596200030688
4,3500,7.674059114798742
4,4000,5.810492556118763
4,4500,6.658682054353157
4,5000,9.425166186514204
4,5500,14.348649406200522
4,6000,8.67395890119928
4,6500,7.41292899253517
4,7000,6.868108340786057
4,7500,6.617149086785682
4,8000,7.289905014938628
4,8500,6.106159337547201
4,9000,7.499710631107551
4,9500,9.544440837585089
4,10000,5.110869804523914
4,10500,6.362315741414594
4,11000,5.896284289126967
4,11500,5.765680193655684
4,12000,6.602923230844701
4,12500,8.168240724771016
4,13000,8.63732396933276
4,13500,6.4950293751874195
4,14000,11.377956688645163
4,14500,7.744681346147258
4,15000,5.8007470143372935
