run,size,norm
4,1000,41.600867477909354
4,2000,43.52310681730899
4,3000,35.5559659833922
4,4000,82.94333851508786
4,5000,79.70609929547372
4,6000,43.629922945350344
4,7000,24.402759170038244
4,8000,29.434827776303933
4,9000,14.665462220173875
4,10000,5.846662887115242
4,11000,9.262880423721823
4,12000,60.24897727508204
4,13000,9.734562895444414
4,14000,12.227832380304656
4,15000,51.41713990525727
4,16000,11.203835441276967
4,17000,7.1850516272475735
4,18000,28.33835158714146
4,19000,4.391160934897402
4,20000,40.58559917309037
4,21000,3.0326532684339513
4,22000,24.32931879103227
4,23000,29.481529188288217
4,24000,3.1283210021984793
4,25000,4.377169501891685
4,26000,4.402327214766232
4,27000,11.557782372540007
4,28000,19.358496068997937
4,29000,6.498532981590332
4,30000,6.488933535126738
1,1000,51.00178957756734
1,2000,61.792036481454396
1,3000,34.99088811014624
1,4000,36.543076550472655
1,5000,51.74253485568699
1,6000,84.10958146233281
1,7000,7.013018267245585
1,8000,46.27067842250582
1,9000,20.04155094075508
1,10000,40.300002142521876
1,11000,10.869285072594916
1,12000,17.582501062177766
1,13000,65.8836202251488
1,14000,5.678826558695059
1,15000,37.79419210847565
1,16000,31.321329115893548
1,17000,6.901632749539493
1,18000,16.119871010463353
1,19000,5.317221391587023
1,20000,35.68690631629841
1,21000,9.393119283751652
1,22000,16.355404929626705
1,23000,4.368824649403672
1,24000,2.2576807408785466
1,25000,6.232335250482933
1,26000,17.459668519834917
1,27000,15.034257567982408
1,28000,26.37612769130886
1,29000,9.768825485366042
1,30000,9.93183221800183
2,1000,52.93732137649211
2,2000,81.07087333219236
2,3000,59.930854861122896
2,4000,23.826307328050078
2,5000,43.94825219965799
2,6000,44.21322159915396
2,7000,12.471804824775303
2,8000,40.45538930237153
2,9000,27.9967918891623
2,10000,17.81464649987218
2,11000,50.49982677956519
2,12000,22.902267223086128
2,13000,34.37853805210661
2,14000,12.822622150411794
2,15000,3.718150352962789
2,16000,2.7877702342239292
2,17000,6.541664115798102
2,18000,44.668858370778075
2,19000,5.34855851384111
2,20000,21.049104365692035
2,21000,11.13981115414156
2,22000,9.598273080496426
2,23000,6.313487842217613
2,24000,1.9807104158731825
2,25000,3.603062471284565
2,26000,8.519294625828492
2,27000,7.518508401673934
2,28000,3.8490133184691
2,29000,4.560773861040362
2,30000,4.254473399886929
3,1000,111.0762283303155
3,2000,46.26066353416339
3,3000,39.25709079802106
3,4000,19.88510868918569
3,5000,34.88457218919515
3,6000,52.91885313596014
3,7000,24.128115957942928
3,8000,13.991642335300751
3,9000,12.65404703761692
3,10000,38.180524260533254
3,11000,21.996300772871606
3,12000,16.578595655346835
3,13000,14.361623289916132
3,14000,18.16364111296924
3,15000,6.844827933958974
3,16000,39.31019694642944
3,17000,34.06744078015042
3,18000,6.712387793631685
3,19000,20.20089889818012
3,20000,9.87260943604346
3,21000,3.01661952258783
3,22000,15.654126039821742
3,23000,17.2352381817286
3,24000,5.521110431603459
3,25000,4.540971766605232
3,26000,8.20045487440454
3,27000,47.443070064644346
3,28000,8.28186963013601
3,29000,24.891089860719887
3,30000,2.2534047694454102
5,1000,50.411939625231845
5,2000,96.76187712525567
5,3000,27.877787899995404
5,4000,47.764107781707736
5,5000,24.854480383493545
5,6000,17.781464195258177
5,7000,19.387931440604508
5,8000,56.05682395238446
5,9000,16.06267229122092
5,10000,12.476543799538272
5,11000,38.55190046201101
5,12000,42.87747133177205
5,13000,25.513028941802737
5,14000,19.354581079937688
5,15000,21.19134924182541
5,16000,8.010673465240359
5,17000,19.524346009613545
5,18000,7.975135066922729
5,19000,8.670634549314206
5,20000,8.231290852658326
5,21000,4.983619048279641
5,22000,3.751028106843807
5,23000,10.592284805570717
5,24000,7.318916349659102
5,25000,4.550848159464306
5,26000,13.903129774369605
5,27000,2.3328650352128144
5,28000,4.87326476826835
5,29000,4.78078691861539
5,30000,15.637765695837626
